Store Name,City,State,Country,Website,Instagram,Email,Phone,Carries Supreme,Carries Hellstar,Carries Godspeed,Last Order Date,Outreach Status,Outreach Channel,Notes,Date Added,Lead Score,Priority Tier,Brands Carried,Score Reasons,Score Breakdown
"Supreme Deals Inc Company Profile | Boca Raton, Florida",Boca Raton,Florida,USA,https://www.dnb.com/business-directory/company-profiles.supreme_deals_inc.b3c0a85f08df1ec10714e8f571593872.html,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
The Boca Raton,Boca Raton,Florida,USA,https://www.rhone.com/locations/the-boca-raton/?srsltid=AfmBOoq5F7faQWv-a3kFBNH9xXv22WF1Tgn3c836WBmmyj7p5tc1wXaj,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Raise The Bar Menswear: From the beach to black tie,Boca Raton,Florida,USA,https://rtbboca.com/,@media,RTB_Logo_245x@2x.png,1626800338,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Request Boutique Boca (@requestboutiquebocaraton),Boca Raton,Florida,USA,https://www.instagram.com/requestboutiquebocaraton/,@requestboutiquebocaraton,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Rhude Collection SS 2026,Boca Raton,Florida,USA,https://www.giglio.com/en-us/rhude/?srsltid=AfmBOoqJAp0U_VFzF_KJbMwzn35p7XAbqMhyUfUI8w0wilcvLUUO-VLV,,,1776364945,,,2026-04-16,,,,,,18,C-Tier,,,Contact:8/Brand:5/Market:5/Reach:0
RH Outlet Boca Raton - RH Teen,Boca Raton,Florida,USA,https://rhteen.rh.com/ca/en/store-locations/654.jsp,@rh.com.,,,,,2026-04-16,,,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
VALE FOOD COMPANY NOW OPEN AT BOCA CENTER,Boca Raton,Florida,USA,https://bocacenter.com/f/vale-food-company,@bocacenter,eben@eyebytes.com,2744186046,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Vale Forever garments now available in multiple styles in ...,Boca Raton,Florida,USA,https://www.instagram.com/p/DLaVNBOxvsl/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Boca Raton,Boca Raton,Florida,USA,https://valehealthykitchen.com/pages/location-boca-raton,@valehealthykitchen,stephen@gointegral.co,1759853849,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"Edikted - A Shopping Center in Boca Raton, FL - Simon",Boca Raton,Florida,USA,https://www.simon.com/mall/town-center-at-boca-raton/stores/edikted,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Addict - Bal Harbour Shops Pop-up,Boca Raton,Florida,USA,https://www.balharbourshopspopup.com/brand/addict/,@balharbourshops_popup,,1527340294,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Our Locations,Boca Raton,Florida,USA,https://www.revivalboutiques.com/pages/our-locations,@media,revival-logo_1_600x@2x.png,7764205678,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Request Boutique Boca | Request The Place Where Everyone ...,Boca Raton,Florida,USA,https://www.instagram.com/reel/DPUcljljbjI/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Wish & Shoes Boca Raton, Florida",Boca Raton,Florida,USA,https://www.wishandshoes.com/wish-shoes-boca-raton-florida/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
https://www.revivalboutiques.com/ – Revival Boutique,Boca Raton,Florida,USA,https://www.revivalboutiques.com/,@revivalboutiques,revival-logo_1_600x@2x.png,7764205678,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Fancy James Boutique Ⓡ (@fancyjamesboutique),Boca Raton,Florida,USA,https://www.instagram.com/fancyjamesboutique/,@fancyjames,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Jessie Boutique: Jessie a Fashion Boutique,Boca Raton,Florida,USA,https://jessieboutique.com/?srsltid=AfmBOorGHyQaP8OCGYmxQBzm6HGHu-3gWzPhW_ALBSCBfuc5RYSPRor1,@jessieboutique,CS@JESSIEBOUTIQUE.COM,1613526311,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
New Boutiques To Visit Around Town - Boca Raton ...,Boca Raton,Florida,USA,https://bocamag.com/new-boutiques-to-visit-around-town/,@roomeightstudio,production@bocamag.com,4021622051,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Etiquette Boutique,Boca Raton,Florida,USA,https://etiquetteboutique.com/,@layer,hello@etiquetteboutique.com,9999999999,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Boca Raton Shoe & Sneaker Store | Boca Town Center JD ...,Boca Raton,Florida,USA,https://stores.jdsports.com/fl/bocaraton/boca-town-center.html,@jdsportsus,,(561) 210-0422,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
ggdb / boca raton town center,Boca Raton,Florida,USA,https://www.goldengoose.com/us/en/stores/boca-raton/118,@goldengoose,accessibility.info@goldengoose.com,1776353947,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Urban Wear Connection (@urbanwearconnection),Boca Raton,Florida,USA,https://www.instagram.com/urbanwearconnection/,@urbanwearconnection,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
best prices in south florida available in-store and online,West Palm Beach,Florida,USA,https://www.instagram.com/p/C6wb8aKOpk8/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Atlas 🔝 Supplier (@atlasresells) · West Palm Beach, FL",West Palm Beach,Florida,USA,https://www.instagram.com/atlasresells/,@atlasresells,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
West Palm Beach (FL),West Palm Beach,Florida,USA,https://locations.dtlr.com/fl/westpalmbeach/west-palm-beach-fl.html,@dtlrofficial,custserv@dtlr.com,1537521453,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Sports,West Palm Beach,Florida,USA,https://hellstar.com/collections/sports,@HELLSTAR,,5230780330,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
New Hellstar Sports just touched down!,West Palm Beach,Florida,USA,https://www.instagram.com/p/DLGGeCRS6pf/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Hellstar T-Shirt,West Palm Beach,Florida,USA,https://www.ebay.com/itm/317040649610,@ebay,,2026041419,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Find a Dealer,West Palm Beach,Florida,USA,https://supremetowboats.com/find-a-dealer/,@supremeboats,,1482546992,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
𝐑 𝐄 𝐋 𝐔 𝐗 𝐄 - 𝐖𝐄𝐒𝐓 𝐏𝐀𝐋𝐌 𝐁𝐄𝐀𝐂𝐇 (@reluxe),West Palm Beach,Florida,USA,https://www.instagram.com/reluxe/,@reluxe,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"New Supreme Boats for Sale in West Palm Beach, FL",West Palm Beach,Florida,USA,https://www.orlandoboats.com/west-palm-beach-fl-new-supreme-boats-for-sale/,@RegalNautiqueOrlando,info@orlandonautiques.com,1748018115,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Supreme is opening its first-ever store in Miami tomorrow,West Palm Beach,Florida,USA,https://www.timeout.com/miami/news/supreme-is-opening-its-first-ever-store-in-miami-tomorrow-040925,@context,,1105237622,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Ramon Puig Guayaberas,West Palm Beach,Florida,USA,https://ramonpuig.com/?srsltid=AfmBOooKknGiyTgaRLRUAyd-YhT-u3iQgvt7oVcGas1L6s2vRNybs4Fp,@ramonpuigguayaberas,Cotton-LS-LtBlue_345x345@2x.jpg,1125913767,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Products,West Palm Beach,Florida,USA,https://www.feuilleshop.com/collections/all/rhude?srsltid=AfmBOop0t7PbgB56darwYkZlXVTGmEyrfySR3tomqLOzKb77EHa7Nvwd,@feuilleluxury,info@feuilleshop.com,1754412589,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
FMB PALM BEACH LLC. (@fmbpalmbeach),West Palm Beach,Florida,USA,https://www.instagram.com/fmbpalmbeach/,@fmbpalmbeach,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Men | Rhude,West Palm Beach,Florida,USA,https://www.saksfifthavenue.com/c/men/rhude,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Linz Shop - ShopSimon,West Palm Beach,Florida,USA,https://shop.simon.com/collections/store-linz-shop,@shopsimon,,5887914853,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Dunkin'® | America's Favorite Coffee, Espresso and Donuts ...",West Palm Beach,Florida,USA,https://www.dunkindonuts.com/en,@dunkin,img_Home_mWeb@2x.png,3564876057,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Habit Burger & Grill - Contact Us,West Palm Beach,Florida,USA,https://www.habitburger.com/contact-us/feedback/,@habitburgerandgrill,,1638226590,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Valley,West Palm Beach,Florida,USA,https://www.valley.com/,@valleybank,ENCOMPASSADMIN@VALLEY.COM,7842899024,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"Ecolab: Water, Hygiene and Infection Prevention Solutions ...",West Palm Beach,Florida,USA,https://www.ecolab.com/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"“Vale Lives” is always available @cordial.kicks, here's a ...",West Palm Beach,Florida,USA,https://www.instagram.com/p/DTd82ZHiUBF/,@cordial.kicks,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Vera Bradley® - Stylish Bags & Accessories for Women,West Palm Beach,Florida,USA,https://verabradley.com/,@verabradley,NewArrivals-D_6a1bc7bc-e3f6-47f1-9711-e54d679751b6_1440x@2x.jpg,1738541407,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
FY15 Fatalities and Catastrophes To Date,West Palm Beach,Florida,USA,https://www.osha.gov/sites/default/files/fy15_federal-state_summaries.pdf,@6_Ij,O@C.d,897-8477580,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
West Palm Beach Florida Auto Parts Stores and ...,West Palm Beach,Florida,USA,https://locations.autovalue.com/fl/west-palm-beach/,@context,,561-478-2188,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"4764 okeechobee blvd., west palm beach, florida fl 33417",West Palm Beach,Florida,USA,https://valuepawnandjewelry.com/stores/fl/west-palm-beach/4764-okeechobee-blvd/,@valuepawnofficial,store-img-default@2x.jpg,1033326030,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Value Pawn & Jewelry,West Palm Beach,Florida,USA,https://maps.apple.com/place?place-id=I3DBC1205FEA46B6A,@context,snippet-yelp-logo-6@2x.png,0089933000,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Vale celebrates a decade of growth with 10 locations ...,West Palm Beach,Florida,USA,https://www.instagram.com/p/DAJbNj1OVCG/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
West Palm Beach Auto Value,West Palm Beach,Florida,USA,https://locations.autovalue.com/fl/west-palm-beach/103395980/,@context,,561-478-2188,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"HYPE STREETWEAR (HYPEGRL) - West Palm Beach, FL",West Palm Beach,Florida,USA,https://nextdoor.com/pages/hypegrl-west-palm-beach-fl-1/,@supports,mood-like-off_16@3x-1298283633a0f2ffc7d073c5c4b14338.png,1146116819,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Discovering the Finest Boutiques in West Palm Beach,West Palm Beach,Florida,USA,https://www.theberkeleypalmbeach.com/discovering-the-finest-boutiques-in-west-palm-beach/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Palm Beach's #1 Urban/Streetwear boutique clothing store ...,West Palm Beach,Florida,USA,https://www.instagram.com/p/DWrPpuljhcx/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Creamstreetwear carries the latest in men's streetwear brands ...,West Palm Beach,Florida,USA,https://www.creamstreetlife.com/,@creamstreetwear,,2570940018,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Cold Shoulder Kicks: High-end sneaker resell boutique – PB,West Palm Beach,Florida,USA,https://cskicks.com/?srsltid=AfmBOorNXEecAGwPNzHxWzCUaGyuKA1CCvyFjAfSz4DVywLRNeIzY-vd,@coldshoulderkicks,,1721427898,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Hit up the accounts tagged to shop APPOINTMENT ONLY. ...,West Palm Beach,Florida,USA,https://www.instagram.com/p/DUT-AqCjk-D/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
https://impossiblekicks.com/?utm_source=gmb_palmbe...,West Palm Beach,Florida,USA,https://impossiblekicks.com/?utm_source=gmb_palmbeach&utm_medium=organic&srsltid=AfmBOoqWug9ZIatuvmGWVlG4VK9gwrQ7WUWm86yiEXWSgO9Srf6ZMrxz,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Aston Martin DB12 Volante Palm Beach Edition,West Palm Beach,Florida,USA,https://hypebeast.com/2025/5/aston-martin-db12-volante-palm-beach-edition-release-info,@hypebeast,google-play-en@2x.png,3702846231,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
New Mixed Emotions Just Landed! What's your favorite piece ...,West Palm Beach,Florida,USA,https://www.instagram.com/reel/DU863AYgdCm/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Nike Factory Store - West Palm Beach,West Palm Beach,Florida,USA,https://www.nike.com/retail/s/nfs-west-palm-beach,@context,,1776365344,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Palm Beach Streetwear Market (@ ...,West Palm Beach,Florida,USA,https://www.instagram.com/palmbeachstreetwearmarket/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Almighty Kicks (@almightykicksmiami) · Miami, FL",Hialeah,Florida,USA,https://www.instagram.com/almightykicksmiami/,@almightykicksmiami,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Hellstar Miami Boutiques,Hialeah,Florida,USA,https://www.instagram.com/popular/hellstar-miami-boutiques/,@hellstar,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"SUPREME DESIGNS, INC Reviews - Hialeah, FL",Hialeah,Florida,USA,https://www.homeadvisor.com/rated.SUPREMEDESIGNSINC.143565877.html,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Supreme Cleaning Supply (@supremecleaningsupply),Hialeah,Florida,USA,https://www.instagram.com/supremecleaningsupply/,@gmail.con,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Supreme Vending: Vending Company | Vending Company ...,Hialeah,Florida,USA,https://www.supremevendingservices.com/,@context,supremevending57@gmail.com,1800291896,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
New Supreme store just dropped in Miami's Design District ...,Hialeah,Florida,USA,https://www.instagram.com/reel/DIvqWFEO5gJ/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Rhude Miami Store Location,Hialeah,Florida,USA,https://www.instagram.com/popular/rhude-miami-store-location/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
New Fits Available In-Store Daily🌴 Open 12-8PM 3910 NW ...,Hialeah,Florida,USA,https://www.instagram.com/p/DXK0vjOmJB_/,@almightykicksmiami.,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Research, Demonstration, Training, and Fellowship Awards",Hialeah,Florida,USA,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=91008WQ0.TXT,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Vale Clothing Stores Miami,Hialeah,Florida,USA,https://www.instagram.com/popular/vale-clothing-stores-miami/,@valelives,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Heather Elder - Greater Minneapolis-St. Paul Area,Hialeah,Florida,USA,https://www.linkedin.com/in/heather-elder-8023901,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"Ingram Micro Logistic Jobs, Employment",Hialeah,Florida,USA,https://www.indeed.com/q-ingram-micro-logistic-jobs.html,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"Miami, FL Townhomes for Rent under $2500",Hialeah,Florida,USA,https://www.homes.com/miami-fl/townhouses-for-rent/under-2500/,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Christmas Wonderland. - Tropical Park | Nov 13 - Jan 4,Hialeah,Florida,USA,https://miamiwonderland.com/,@christmaswonderlandmia,Support@MiamiWonderland.com,1775563807,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"Vale Forever @valelives available now, online and at all ...",Hialeah,Florida,USA,https://www.instagram.com/p/DT8dsINEbt0/,@valelives,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Shop Vale Forever Streetwear — Tees, Hoodies & More",Hialeah,Florida,USA,https://commonhype.com/collections/vale-forever?srsltid=AfmBOooFQ5GrdoxRnIlD8EAFs0YhGNdwzbRhNQxqXbseohzsLYEEB4er,@commonhype,,9166543286,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Vale Thermals Available ✔️ 📍3416 Nw 7th AVE MIAMI FL📍,Hialeah,Florida,USA,https://www.instagram.com/p/DWcmGQwDjjS/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
#Vale 🚨 All new Vale in stock now. We're getting ...,Hialeah,Florida,USA,https://www.instagram.com/p/DVg3KLfEWUP/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Vale & Ale Inc Hialeah, FL - filing information",Hialeah,Florida,USA,https://www.bizprofile.net/fl/hialeah/vale-ale-inc,@bizprofilesplashes,,7863821846,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"Westland Mall on Instagram: ""New drop alert: CATCH is ...",Hialeah,Florida,USA,https://www.instagram.com/reel/DKZ4PaWviuE/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Rep Your City Clothing - Hialeah Street Wear,Hialeah,Florida,USA,https://www.hialeahstreetwear.com/?zip=Hollywood%2C%20FL&add-to-cart=592,@media,,1771523124,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"TOPTIER MIAMI (@toptiermia) · Hialeah, FL",Hialeah,Florida,USA,https://www.instagram.com/toptiermia/,@toptiermia,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
DAILYMIA,Hialeah,Florida,USA,https://dailymia.com/?srsltid=AfmBOop-M1ACQf2_QkqvupCidxuh1FRiG4FYV4R1MsG9JpzPIkX2qEUA,@dailymia,,1694546870,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
East Hialeah Marketplace - Miami Footwear & Apparel Store,Hialeah,Florida,USA,https://locations.dtlr.com/fl/miami/east-hialeah-marketplace.html,@dtlrofficial,custserv@dtlr.com,1537521453,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Sneaker Shop Hialeah FL,Hialeah,Florida,USA,https://www.shopwss.com/pages/hialeah-store-159?srsltid=AfmBOoov7y5tDqwokhCn8fvNjzDNqHMBstdR5N0bUm_lXpzTqp-QoXjZ,@ShopWSS,help@shopwss.com,1759352978,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Hypebeast Stores Miami,Hialeah,Florida,USA,https://www.instagram.com/popular/hypebeast-stores-miami/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
The Fashion House Miami Hialeah,Hialeah,Florida,USA,https://www.instagram.com/popular/the-fashion-house-miami-hialeah/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
the shoppes of highland,Hialeah,Florida,USA,https://www.famousfootwear.com/stores/fl/hialieah/33018/the-shoppes-of-highland-03631,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Norwescon XI: PB,Coral Gables,Florida,USA,https://fanac.org/conpubs/Norwescon/Norwescon%20XI/Norwescon%2011%20PB.pdf,@Jbl,Eg@s.t,0722022091,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Supreme Miami,Coral Gables,Florida,USA,https://www.instagram.com/popular/supreme-miami/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Business Brokers in Coral Gables | Sell or Buy a Business ...,Coral Gables,Florida,USA,https://supremebusinessbrokerscoralgables.com/,@lovable_dev,,1762019008,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Rhone,Coral Gables,Florida,USA,https://www.shopsatmerrickpark.com/en/directory/24413/,@shopsatmerrickpark,merrickparkadmin@brookfieldproperties.com,1727116001,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Rhude All Mall Brands - ShopSimon,Coral Gables,Florida,USA,https://shop.simon.com/collections/curated-all-mall-brands?Brand=Rhude,@shopsimon,,5887914853,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Merrick Park,Coral Gables,Florida,USA,https://www.rhone.com/locations/merrick-park/?srsltid=AfmBOooCUJZ3BX6t9kPNV8ahQhiyVjzQJYf0zPIWC5awW-faT1T5eTmS,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Discover the Rhude Collection,Coral Gables,Florida,USA,https://www.a-ma-maniere.com/collections/rhude?srsltid=AfmBOorD_9_-I32HB7ZO8MIHwwU7WjplyM8sKqIcldptlKDIhFLRbCa4,@maniere_usa,,1422991689,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
We are Coral Gables' #1 Streetwear Shop!🏆👟 ... And the ...,Coral Gables,Florida,USA,https://www.instagram.com/p/CZml10DLkuc/,@rsrc.php,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Best Streetwear |Purple Carpet Boutique,Coral Gables,Florida,USA,https://www.miaminewtimes.com/best-of-miami/2023/shopping-and-services/best-streetwear-17206880,@miaminewtimes,calendar@miaminewtimes.com,1765381805,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
Welcome to Rhone® | Rhone,Coral Gables,Florida,USA,https://www.rhone.com/?srsltid=AfmBOooizpo9kO5E2n0sQEQb7zh9etguZjX8xbw3Hmw3Ve1e7ch-dDRf,,,,,,2026-04-16,,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
"Hall of Fame Miami (@halloffamemiami) · Coral Gables, FL",Coral Gables,Florida,USA,https://www.instagram.com/halloffamemiami/,@halloffamemiami,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Shops at Merrick Park,Coral Gables,Florida,USA,https://www.shopsatmerrickpark.com/en/,@shopsatmerrickpark,merrickparkadmin@brookfieldproperties.com,1727116001,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
"Bloom Boutique (@shopbloomboutique) · Coral Gables, FL",Coral Gables,Florida,USA,https://www.instagram.com/shopbloomboutique/,@shopbloomboutique,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Artigiano Miami: The Finest in Men's Fashion – artigianomiami,Coral Gables,Florida,USA,https://artigianomiami.com/,@font,,4376080112,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
SoleFly: Sneakers and Apparel,Coral Gables,Florida,USA,https://www.solefly.com/?srsltid=AfmBOoqkgWMgTIgIxmNFWWw_iD-LBL05fItO77scS9oIGb9MlkBxeEfS,@solefly,,1000005370,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"LUXE MIAMI (@luxe.mia) · Coral Gables, FL",Coral Gables,Florida,USA,https://www.instagram.com/luxe.mia/?hl=en,@luxe.mia,,1037486289,,,2026-04-16,,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
"FootWorks Miami – Official Miami Running Store, Running ...",Coral Gables,Florida,USA,https://footworksmiami.com/,@footworksmiami,shop@footworksmiami.com,305.667.9322,,,2026-04-16,,,,,,60,B-Tier,,,Contact:30/Brand:5/Market:5/Reach:20
